expression_type	gene	relevance	subject	disease_names	variant	X.rid	evidence	evidenceLevel	source.name	sourceId	createdBy	reviewStatus
increased	MDM2	eligibility	brightline-1: a study to compare bi 907828 with doxorubicin in people with a type of cancer called dedifferentiated liposarcoma	dedifferentiated liposarcoma	increased RNA expression	#153:13765	NA	IPR-E	Null	NA	#30:0	initial
increased	FGFR3	sensitivity	Rogaratinib [c112205]	bladder urothelial carcinoma	increased RNA expression	#153:14329	pmid 31405822	IPR-C	Null	NA	#30:52	initial
increased	EZHIP	sensitivity	PARP inhibitor + radiotherapy	NA	increased RNA expression	#153:14383	33186520	PROFYLE T4	Null	NA	#30:3	initial
increased	IGF1R	no response	cixutumumab [DB12250]	adrenocortical carcinoma	increased RNA expression	#154:741	pmid:18854392;pmid:24849545	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
increased	PRAME	likely sensitivity	bpx 701	melanoma	increased RNA expression	#154:751	pmid:21771875	NA	iprkb	6146b073-1de7-47f2-97fe-b90bacc6f05b	#29:0	pending
increased	CA9	prognostic indicator	patient	breast cancer	increased RNA expression	#154:755	pmid:23063837	NA	iprkb	03d256aa-6876-40d0-a20e-43fb2342cb8a	#29:0	pending
increased	IGF2	recurrent	adrenocortical carcinoma [DOID:3948]	adrenocortical carcinoma	increased RNA expression	#154:771	pmid:25089899	NA	iprkb	33ff2ac4-02b1-4637-b336-6b34ab370c09	#29:0	pending
reduced	ESR1	resistance	fulvestrant [DB00947]	breast cancer	reduced RNA expression	#154:811	pmid:27748766	NA	iprkb	d09b2673-db84-48cb-8e00-c2f539e24407	#29:0	pending
reduced	RBBP8	sensitivity	mitomycin c	NA	reduced RNA expression	#154:826	pmid:24794434	NA	iprkb	4a875e43-1a2b-4501-8821-34efbaa3ecda	#29:0	pending
increased	IL6R	prognostic indicator	patient	ovarian cancer	increased protein expression	#154:830	pmid:25658637	NA	iprkb	94bd9521-354c-4c76-9fa8-18bd981dfb83	#29:0	pending
reduced	ARID1A	sensitivity	EZH2 Inhibitor [c156804]	ovarian cancer	reduced RNA expression	#154:833	pmid:25686104	NA	iprkb	30ddc865-ad1b-45e6-824f-580ba56c1644	#29:0	pending
increased	GZMA	favourable prognosis	patient	thyroid cancer	increased RNA expression	#154:835	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	liver cancer	increased RNA expression	#154:836	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	GZMB	favourable prognosis	patient	colorectal cancer	increased protein expression	#154:843	pmid:20927778	NA	iprkb	ea16b483-e100-44ae-b7d3-5bf25985390a	#29:0	pending
increased	CPS1	prognostic indicator	patient	colorectal cancer	increased protein expression	#154:846	pmid:25099619	NA	iprkb	7c4c1b08-8c05-42ef-bb3f-2aa80966c27d	#29:0	pending
increased	CD274	sensitivity	pembrolizumab [DB09037]	non-small cell lung carcinoma	increased protein expression	#154:847	pmid:28529902	NA	iprkb	94b93d91-3715-4828-96fc-1cc39444a408	#29:0	pending
increased	IFNG	favourable prognosis	patient	hepatocellular carcinoma	increased protein expression	#154:850	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
reduced	REV3L	sensitivity	cisplatin [DB00515]	non-small cell lung carcinoma	reduced RNA expression	#154:851	pmid:21068376	NA	iprkb	1e820930-47e7-46a8-8803-0eb8086b0eb1	#29:0	pending
increased	SLC29A1	sensitivity	gemcitabine [DB00441]	leiomyosarcoma	increased RNA expression	#154:861	pmid:28641307	NA	iprkb	58b48d2a-3eeb-46b1-81d8-57df8ae4385d	#29:0	pending
increased	DLL3	sensitivity	rovalpituzumab tesirine [DB13017]	lung small cell carcinoma	increased protein expression	#154:911	pmid:27932068	NA	iprkb	e92ae9e1-dd65-45ae-be15-14480d691d91	#29:0	pending
reduced	BAP1	reduced function	BAP1	uveal melanoma	reduced RNA expression	#154:1012	pmid:25147369	NA	iprkb	fdb175c4-0438-4d95-badf-89c6f7a2be6d	#29:0	pending
reduced	TYMS	favourable prognosis	patient	colorectal cancer	reduced RNA expression	#154:1161	pmid:26083491	NA	iprkb	c30f61b6-d81b-4e89-8da9-da1cce5cef73	#29:0	pending
increased	BCL6	response	Onalespib [c85454]	lymphoma	overexpression	#154:1636	NA	CGI Early trials	cancer genome interpreter	ed86db89aba5dcfd8ca7c42139c2e853	#29:0	NA
increased	PDGFRA	response	sunitinib [DB01268]	renal cancer	overexpression	#154:1643	pmid:24086736	CGI Pre-clinical	cancer genome interpreter	8acc98dcc21892706d6c5bbbe82ce510	#29:0	NA
increased	IGF1R	no response	cixutumumab [DB12250]	adrenocortical carcinoma	increased RNA expression	#154:3103	pmid:18854392;pmid:24849545	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
increased	PRAME	likely sensitivity	bpx 701	sarcoma	increased RNA expression	#154:3113	pmid:21771875	NA	iprkb	6146b073-1de7-47f2-97fe-b90bacc6f05b	#29:0	pending
increased	S100P	targetable	pancreatic cancer [DOID:1793]	pancreatic cancer	increased RNA expression	#154:3167	pmid:24637492	NA	iprkb	fc58a202-1029-4616-9f16-521cb5ecfe11	#29:0	pending
increased	CDK6	resistance	tamoxifen [DB00675]	breast cancer	increased RNA expression	#154:3173	pmid:27748766	NA	iprkb	54ef490a-db9b-4157-b9df-76b9c98abcc0	#29:0	pending
reduced	ARID1A	sensitivity	EZH2 Inhibitor [c156804]	ovarian clear cell carcinoma	reduced RNA expression	#154:3195	pmid:25686104	NA	iprkb	30ddc865-ad1b-45e6-824f-580ba56c1644	#29:0	pending
increased	GZMA	favourable prognosis	patient	ovarian cancer	increased RNA expression	#154:3197	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	melanoma	increased RNA expression	#154:3198	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	IL2RA	favourable prognosis	patient	colorectal cancer	increased protein expression	#154:3205	pmid:20927778	NA	iprkb	ea16b483-e100-44ae-b7d3-5bf25985390a	#29:0	pending
increased	CTNNB1	likely resistance	Immunotherapy [c15262]	melanoma	increased protein expression	#154:3206	pmid:25970248	NA	iprkb	d9def14a-063b-4e8b-91c4-f84847a502e5	#29:0	pending
reduced	ERCC1	response	platinum based therapies	head and neck squamous cell carcinoma	reduced protein expression	#154:3208	pmid:18594541	NA	iprkb	3431682c-62e3-49ea-8cef-a560bab681c8	#29:0	pending
increased	CD3G	favourable prognosis	patient	colorectal cancer	increased protein expression	#154:3210	pmid:17008531	NA	iprkb	c911faf1-1870-48e3-a927-84e96b205dd4	#29:0	pending
increased	IFNG	favourable prognosis	patient	merkel cell carcinoma	increased protein expression	#154:3212	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
reduced	MAD2L2	resistance	PARP Inhibitor [c62554]	breast cancer	reduced RNA expression	#154:3213	pmid:25799992	NA	iprkb	d85f287c-9342-4f83-a9f1-74aa8a872b02	#29:0	pending
increased	SLC29A1	sensitivity	gemcitabine [DB00441]	angiosarcoma	increased RNA expression	#154:3223	pmid:28641307	NA	iprkb	58b48d2a-3eeb-46b1-81d8-57df8ae4385d	#29:0	pending
increased	DLL3	sensitivity	rovalpituzumab tesirine [DB13017]	pulmonary large cell neuroendocrine carcinoma	increased protein expression	#154:3273	pmid:27932068	NA	iprkb	e92ae9e1-dd65-45ae-be15-14480d691d91	#29:0	pending
reduced	BAP1	prognostic indicator	patient	uveal melanoma	reduced RNA expression	#154:3374	pmid:25147369	NA	iprkb	f9582908-6eca-492d-a22f-88f91c374134	#29:0	pending
increased	HGF	resistance	mek inhibitor	uveal melanoma	increased RNA expression	#154:3522	pmid:25952648	NA	iprkb	a9bfae05-2b18-4350-b9a5-a4048ebe5ea9	#29:0	pending
reduced	ERCC1	reduced function	ERCC1	colorectal cancer	reduced RNA expression	#154:3523	pmid:26083491	NA	iprkb	6242fd6e-979d-4b76-b33b-8e1ded5fc108	#29:0	pending
increased	AR	response	enzalutamide [DB08899]	prostate adenocarcinoma	overexpression	#154:3997	pmid:24882673	CGI Early trials	cancer genome interpreter	9c90d531648063ca1b32a2b67222198c	#29:0	NA
increased	MKI67	response	sunitinib [DB01268]	renal cancer	overexpression	#154:4002	pmid:24086736	CGI Pre-clinical	cancer genome interpreter	62d6578243bd4666aac32c4876d5aef2	#29:0	NA
increased	ERBB2	response	lapatinib [DB01259]	breast adenocarcinoma	overexpression	#154:4014	NA	CGI FDA guidelines	cancer genome interpreter	22aa22eabd709cdbc1f503737faec819	#29:0	NA
increased	PTGS2	sensitivity	Aspirin [c287]	colorectal cancer	overexpression	#154:4807	pmid:17522398	CIViC B3	civic	1573	#29:0	not required
increased	MYC	sensitivity	platinum based therapies	ovary adenocarcinoma	increased RNA expression	#154:5460	pmid:15132769	NA	iprkb	8f5b8da0-41c5-4f30-a236-a89c452166eb	#29:0	pending
increased	IGF1R	sensitivity	mitotane + nvp aew54 [DB00648 + NVP AEW54]	adrenocortical carcinoma	increased RNA expression	#154:5465	pmid:18854392	NA	iprkb	3025e817-5360-4425-b18e-21ae3b1cb9e0	#29:0	pending
increased	CES2	sensitivity	folfirinox	pancreatic adenocarcinoma	increased RNA expression	#154:5505	pmid:26025324	NA	iprkb	b8f32bd2-3f97-44ae-953c-7e0e3cecdb69	#29:0	pending
increased	GZMA	favourable prognosis	patient	head and neck cancer	increased RNA expression	#154:5558	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	colorectal cancer	increased RNA expression	#154:5559	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
reduced	MSH6	resistance	cisplatin [DB00515]	NA	reduced RNA expression	#154:5560	pmid:26519826	NA	iprkb	39036f48-6d3a-4153-8421-3c637fdceefd	#29:0	pending
reduced	FANCF	sensitivity	cisplatin [DB00515]	ovarian cancer	reduced RNA expression	#154:5561	pmid:12692539	NA	iprkb	0f57c0d9-9673-4a54-8442-dce3238caf08	#29:0	pending
increased	GZMA	sensitivity	ipilimumab [DB06186]	melanoma	increased RNA expression	#154:5565	pmid:26359337	NA	iprkb	d0362e6c-d746-4de7-97c0-16d579434532	#29:0	pending
increased	CD8A	favourable prognosis	patient	breast cancer	increased RNA expression	#154:5569	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	CD19	favourable prognosis	patient	colorectal cancer	increased RNA expression	#154:5570	pmid:24138885	NA	iprkb	ee8cf40b-eb80-4f67-b7fb-af572522ee31	#29:0	pending
increased	IFNG	favourable prognosis	patient	esophageal cancer	increased protein expression	#154:5573	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	GZMB	sensitivity	nivolumab [DB09035]	melanoma	increased RNA expression	#154:5574	pmid:27757299	NA	iprkb	5f70ec55-bf4a-4ac4-add3-5ea0f8837f8e	#29:0	pending
increased	NTHL1	prognostic indicator	patient	colorectal cancer	increased RNA expression	#154:5585	pmid:15143881	NA	iprkb	8928916d-11cf-4324-a8f4-c005a1c1aff0	#29:0	pending
increased	MDK	resistance	5 fu	cervical cancer	increased RNA expression	#154:5591	pmid:16644108	NA	iprkb	e19baf49-ceeb-4a8d-a49b-f43d7ab424d4	#29:0	pending
reduced	HDAC2	sensitivity	olaparib [DB09074]	prostate cancer	reduced RNA expression	#154:5885	pmid:26510020	NA	iprkb	771a885b-ffd1-4b56-bd17-af819c54e7ac	#29:0	pending
increased	HIF1A	response	sunitinib [DB01268]	renal cancer	overexpression	#154:6363	pmid:24086736	CGI Pre-clinical	cancer genome interpreter	daebf3d368f81162f07334eed89d1066	#29:0	NA
reduced	CD69	response	bendamustine [DB06769]	chronic lymphocytic leukemia	underexpression	#154:6369	pmid:26701728	CGI Pre-clinical	cancer genome interpreter	45ec8d06d08bfb7b7f11adff3d2b9236	#29:0	NA
increased	FLT3	sensitivity	sunitinib [DB01268]	b-cell acute lymphoblastic leukemia	increased RNA expression	#154:7893	pmid:27181063	NA	iprkb	9ccf4083-9e1c-4262-8ca7-22567a8542ba	#29:0	pending
reduced	BRIP1	sensitivity	mitomycin c	NA	reduced RNA expression	#154:7911	pmid:16153896	NA	iprkb	8946e676-e47b-49ba-b2d2-716d7d3f60cf	#29:0	pending
increased	GZMA	favourable prognosis	patient	uterine cancer	increased RNA expression	#154:7920	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
increased	PRF1	favourable prognosis	patient	stomach cancer	increased RNA expression	#154:7921	pmid:25594174	NA	iprkb	836a0aef-302f-4f79-bd11-8970c951db85	#29:0	pending
reduced	FANCF	sensitivity	mitomycin c	ovarian cancer	reduced RNA expression	#154:7923	pmid:12692539	NA	iprkb	0f57c0d9-9673-4a54-8442-dce3238caf08	#29:0	pending
reduced	PTEN	resistance	nivolumab [DB09035]	melanoma	reduced protein expression	#154:7926	pmid:26645196	NA	iprkb	c05acee9-817a-42f7-a139-8249e5d73e18	#29:0	pending
increased	PRF1	sensitivity	ipilimumab [DB06186]	melanoma	increased RNA expression	#154:7927	pmid:26359337	NA	iprkb	d0362e6c-d746-4de7-97c0-16d579434532	#29:0	pending
increased	CD8A	response	pembrolizumab [DB09037]	melanoma	increased protein expression	#154:7928	pmid:25428505	NA	iprkb	4f63352e-a852-41bd-93c1-2386cbe6d804	#29:0	pending
increased	CD8A	favourable prognosis	patient	kidney cancer	increased RNA expression	#154:7931	pmid:24782321	NA	iprkb	cb5f856d-0a7b-4a5c-aa19-6d5a16b61733	#29:0	pending
increased	MS4A1	favourable prognosis	patient	colorectal cancer	increased RNA expression	#154:7932	pmid:24138885	NA	iprkb	ee8cf40b-eb80-4f67-b7fb-af572522ee31	#29:0	pending
increased	IFNG	favourable prognosis	patient	colorectal cancer	increased protein expression	#154:7935	pmid:22419253	NA	iprkb	177d88e8-110a-4c15-9639-9fef142e33f7	#29:0	pending
increased	CD274	sensitivity	nivolumab [DB09035]	melanoma	increased RNA expression	#154:7936	pmid:27757299	NA	iprkb	5f70ec55-bf4a-4ac4-add3-5ea0f8837f8e	#29:0	pending
increased	MDK	resistance	doxorubicin [DB00997]	stomach cancer	increased RNA expression	#154:7953	pmid:16644108	NA	iprkb	e19baf49-ceeb-4a8d-a49b-f43d7ab424d4	#29:0	pending
increased	ZNF217	prognostic indicator	patient	breast cancer	increased RNA expression	#154:8033	pmid:22593193	NA	iprkb	bd2894dc-c2a7-4937-a0c0-ac6644a034f9	#29:0	pending
increased	ERBB2	sensitivity	pertuzumab + trastuzumab [c138042]	breast cancer	increased RNA expression	#154:8257	pmid:22153890	NA	iprkb	fb33c129-8821-42ae-8275-430c88356efb	#29:0	pending
increased	CA9	response	sunitinib [DB01268]	renal cancer	overexpression	#154:8722	pmid:24086736	CGI Pre-clinical	cancer genome interpreter	7e4f4655d3e718c1e8fcdf61ec98f04e	#29:0	NA
increased	ERBB2	response	pertuzumab [DB06366]	breast adenocarcinoma	overexpression	#154:8738	NA	CGI FDA guidelines	cancer genome interpreter	cfd2a542365cb037bd7cb6533fcebd37	#29:0	NA
increased	PGR	sensitivity	medroxyprogesterone acetate+paraplatin+cyclophosphamide	ovarian epithelial tumor	increased expression	#154:9572	pmid:18592789	OncoKB 4	Null	NA	#29:1	NA
increased	PGR	sensitivity	letrozole [DB01006]	ovarian cancer, other	increased expression	#154:9573	pmid:12114425	OncoKB 3A	Null	NA	#29:1	NA
increased	TYMS	resistance	fluorouracil [DB00544]	colorectal adenocarcinoma	increased expression	#154:9575	pmid:16596248	OncoKB 4	Null	NA	#29:1	NA
increased	CTAG1B	sensitivity	Autologous Anti-NY-ESO-1/LAGE-1 TCR-transduced c259 T Lymphocytes GSK3377794 [c121379]	multiple myeloma	overexpression	#154:9668	pmid:26193344	CIViC B3	civic	2940	#29:0	not required
increased	GZMB	favourable prognosis	colorectal cancer [DOID:9256]	colorectal cancer	increased protein expression	#154:9737	pmid:17008531	NA	Null	NA	#30:0	NA
increased	CCND1	unfavourable prognosis	patient	breast cancer	overexpression	#154:9777	pmid:15961768	CIViC B4	civic	356	#29:0	not required
increased	CCNE1	unfavourable prognosis	patient	breast cancer	overexpression	#154:9778	pmid:12432043	CIViC B4	civic	363	#29:0	not required
increased	EZH2	unfavourable prognosis	patient	cancer	overexpression	#154:9811	pmid:26683709	CIViC B4	civic	731	#29:0	not required
increased	CCND1	resistance	Tamoxifen [c62078]	estrogen-receptor positive breast cancer	overexpression	#154:9825	pmid:15138475	CIViC B3	civic	856	#29:0	not required
increased	TIMP1	resistance	Fulvestrant [c1379]	breast cancer	overexpression	#154:9830	pmid:23881388	CIViC D2	civic	901	#29:0	not required
increased	JAK1	sensitivity	enzastaurin [c77392]	lung non-small cell carcinoma	overexpression	#154:9834	pmid:22333600	CIViC D4	civic	931	#29:0	not required
increased	ABCB1	resistance	Paclitaxel [c1411]	lung non-small cell carcinoma	overexpression	#154:9836	pmid:21883677	CIViC D2	civic	944	#29:0	not required
reduced	THBS2	unfavourable prognosis	patient	colorectal cancer	underexpression	#154:9840	pmid:26807188	CIViC B3	civic	974	#29:0	not required
increased	ALDH1A2	favourable prognosis	patient	head and neck squamous cell carcinoma	overexpression	#154:9856	pmid:23635773	CIViC B3	civic	1116	#29:0	not required
increased	CDK6	resistance	Fulvestrant [c1379]	estrogen-receptor positive breast cancer	overexpression	#154:9906	pmid:27252418	CIViC B4	civic	1526	#29:0	not required
increased	CCND1	sensitivity	Palbociclib [c49176]	mantle cell lymphoma	overexpression	#154:9910	pmid:16690963	CIViC D1	civic	1563	#29:0	not required
reduced	ATRX	unfavourable prognosis	patient	glioblastoma multiforme	underexpression	#154:9924	pmid:26936505	CIViC D4	civic	1648	#29:0	not required
reduced	MGMT	sensitivity	Temozolomide [c1244]	neuroendocrine tumor	underexpression	#154:10000	pmid:19118063	CIViC B2	civic	2904	#29:0	not required
increased	TP53	resistance	Cisplatin [c376]	ovarian cancer	overexpression	#154:10012	pmid:11595686	CIViC B3	civic	3013	#29:0	not required
increased	AKT3	resistance	Vemurafenib [c64768]	melanoma	overexpression	#154:10088	pmid:24265155	CIViC D2	civic	6261	#29:0	not required
increased	RET	unfavourable prognosis	patient	lung adenocarcinoma	overexpression	#154:10107	pmid:24037524	CIViC B3	civic	7056	#29:0	not required
increased	PDGFRB	sensitivity	Sunitinib [c71622]	dermatofibrosarcoma protuberans	overexpression	#154:10132	pmid:29760553	CIViC C3	civic	7992	#29:0	not required
reduced	ERCC1	favourable prognosis	patient	lung non-small cell carcinoma	underexpression	#154:10140	pmid:16980606	CIViC B3	civic	8025	#29:0	not required
increased	IL33	unfavourable prognosis	patient	malignant glioma	overexpression	#154:10146	pmid:27050560	CIViC B3	civic	8003	#29:0	not required
increased	CCN2	unfavourable prognosis	patient	glioma	overexpression	#154:10147	pmid:32197031	CIViC B3	civic	8027	#29:0	not required
increased	MIR21	resistance	Cisplatin [c376]	lung non-small cell carcinoma	overexpression	#154:10151	pmid:22237007	CIViC B3	civic	8109	#29:0	not required
increased	CCND2	unfavourable prognosis	patient	stomach cancer	overexpression	#154:10160	pmid:10547574	CIViC D4	civic	362	#29:0	not required
increased	NT5E	sensitivity	Cetuximab [c1723]	colorectal cancer	overexpression	#154:10164	pmid:25520391	CIViC B3	civic	730	#29:0	not required
reduced	TYMS	sensitivity	Pemetrexed [c61614]	prostate cancer	underexpression	#154:10168	pmid:24782778	CIViC C2	civic	908	#29:0	not required
increased	EGFR	unfavourable prognosis	patient	head and neck squamous cell carcinoma	overexpression	#154:10488	pmid:9625170	CIViC B3	civic	782	#29:0	not required
increased	SPHK1	unfavourable prognosis	patient	cervical cancer	overexpression	#154:10490	pmid:26311741	CIViC B2	civic	830	#29:0	not required
increased	BCL2L1	resistance	topotecan [DB01030]	ovarian carcinoma	increased protein expression	#154:10544	pmid:15661210	CIViC D	Null	NA	#32:7	initial
increased	ERBB2	sensitivity	tucatinib [DB11652]	breast cancer	increased protein expression	#154:10546	NA	IPR-A	Null	NA	#30:0	NA
increased	TNFRSF8	sensitivity	brentuximab vedotin [DB08870]	peripheral t-cell lymphoma	increased protein expression	#154:10547	NA	IPR-A	Null	NA	#30:0	NA
increased	ERBB2	sensitivity	neratinib [DB11828]	breast cancer	increased protein expression	#154:10548	NA	IPR-A	Null	NA	#30:0	NA
increased	BCL2L1	resistance	cisplatin [DB00515]	high-grade serous ovarian cancer	increased expression	#154:10552	pmid:31462500	CIViC D	Null	NA	#32:7	initial
increased	MYC	sensitivity	cisplatin + olaparib + prexasertib	lung small cell carcinoma	overexpression	#154:10589	pmid:28490518	CIViC D4	civic	3003	#29:0	not required
reduced	ERCC1	sensitivity	gemcitabine [DB00441]	non-small cell lung cancer	reduced protein expression	#154:10615	pmid:19884554	CIViC B	Null	NA	#32:7	initial
increased	SLC29A1	sensitivity	gemcitabine [DB00441]	pancreatic adenocarcinoma	increased protein expression	#154:10617	pmid:22705007	CIViC B	Null	NA	#32:7	initial
increased	RRM1	resistance	gemcitabine [DB00441]	pancreatic cancer	increased protein expression	#154:10618	pmid:31823522	CIViC D	Null	NA	#32:7	initial
increased	RRM1	resistance	carboplatin + gemcitabine regimen [c63410]	non-small cell lung cancer	increased RNA expression	#154:10619	pmid:16966686	CIViC B	Null	NA	#32:7	initial
reduced	ATM	sensitivity	olaparib + paclitaxel	stomach cancer	underexpression	#154:10654	pmid:26282658	CIViC B1	civic	5215	#29:0	not required
reduced	ALDH1A2	sensitivity	Tretinoin [c900]	head and neck squamous cell carcinoma	underexpression	#154:10717	pmid:26634247	CIViC D2	civic	1115	#29:0	not required
increased	DDX43	resistance	Selumetinib [c66939]	uveal melanoma	overexpression	#154:10719	pmid:24899684	CIViC D4	civic	1135	#29:0	not required
increased	HAVCR2	resistance	PD1 Inhibitor [c124946]	lung non-small cell carcinoma	overexpression	#154:10720	pmid:26883990	CIViC C3	civic	1150	#29:0	not required
increased	ERBB3	resistance	Gefitinib [c1855]	cancer	overexpression	#154:10721	pmid:24685132	CIViC D4	civic	1153	#29:0	not required
increased	RB1	resistance	Fluorouracil [c505]	pancreatic adenocarcinoma	overexpression	#154:10730	pmid:11792751	CIViC D2	civic	1324	#29:0	not required
increased	JUN	sensitivity	irbesartan [c29130]	colorectal adenocarcinoma	overexpression	#154:10744	pmid:27022066	CIViC C2	civic	1633	#29:0	not required
increased	CCNE1	sensitivity	cdk inhibitor sns-032 [c62523]	ovarian cancer	overexpression	#154:10746	pmid:26204491	CIViC D2	civic	1734	#29:0	not required
reduced	RRM1	sensitivity	gemcitabine [c66876]	pancreatic cancer	underexpression	#154:10779	pmid:19543324	CIViC B3	civic	5506	#29:0	not required
reduced	RRM1	sensitivity	Vinorelbine [c1275]	lung non-small cell carcinoma	underexpression	#154:10780	pmid:24647522	CIViC B4	civic	5530	#29:0	not required
increased	FGF19	sensitivity	Fisogatinib [c123826]	hepatocellular carcinoma	overexpression	#154:10797	pmid:31575541	CIViC B4	civic	7636	#29:0	not required
increased	CD274	eligibility	A Biomarker-Directed, Open Label, Multi-Centre Phase II Study of Molecular Response Adaptive Immuno-Chemotherapy in Patients With Non-Small Cell Lung Cancer	non-small cell lung cancer	increased protein expression	#154:11015	NA	IPR-C	Null	NA	#30:0	passed
increased	IGF1R	sensitivity	exemestane + metformin	estrogen-receptor positive breast cancer	increased protein expression	#154:11048	pmid:26706833	IPR-C	Null	NA	#30:14	NA
increased	CD274	eligibility	A Randomized, Double-blind, Adaptive, Phase II/III Study of GSK3359609 or Placebo in Combination With Pembrolizumab for First-Line Treatment of PD-L1 Positive Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma	head and neck squamous cell carcinoma	increased protein expression	#154:11762	NA	IPR-C	Null	NA	#30:0	passed
increased	MDM2	response	nivolumab [DB09035]	bladder urothelial carcinoma	increased RNA expression	#154:12581	pmid:33217343	IPR-C	Null	NA	#29:1	initial
reduced	ATRX	sensitivity	Temozolomide [c1244]	astrocytoma	underexpression	#154:12717	pmid:23904111	CIViC B3	civic	1647	#29:0	not required
increased	TP53	unfavourable prognosis	patient	renal wilms' tumor	overexpression	#154:13017	pmid:21525573	CIViC B3	civic	8945	#29:0	not required
increased	EGFR	sensitivity	cetuximab [DB00002]	cutaneous squamous cell carcinoma	overexpression	#154:13033	pmid:31796084	IPR-D	Null	NA	#29:1	initial
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	cancer of the head and neck	increased protein expression	#154:13034	NA	NA	Null	NA	#30:0	initial
increased	MAGEA4	eligibility	Phase 1 Dose Escalation, Multi-tumor Study to Assess the Safety, Tolerability and Antitumor Activity of Genetically Engineered MAGE-A4ᶜ¹º³²T in HLA-A2+ Subjects With MAGE-A4 Positive Tumors	gastric cancer	increased protein expression	#154:13036	NA	NA	Null	NA	#30:0	initial
increased	EGFR	no response	Nimotuzumab [c2733]	esophagus squamous cell carcinoma	overexpression	#154:13143	pmid:26459251	CIViC B3	civic	783	#29:0	not required
increased	EPAS1	unfavourable prognosis	patient	colorectal cancer	overexpression	#154:13147	pmid:20363910	CIViC B3	civic	1033	#29:0	not required
increased	CCND1	no response	Palbociclib [c49176]	mantle cell lymphoma	overexpression	#154:13156	pmid:22383795	CIViC B2	civic	1536	#29:0	not required
increased	MET	no resistance	Vemurafenib [c64768]	skin melanoma	overexpression	#154:13228	pmid:23802768	CIViC B3	civic	1584	#29:0	not required
increased	IGF1R	sensitivity	exemestane + metformin	breast cancer	overexpression	#154:13395	pmid:26706833	CIViC B4	civic	10138	#29:0	not required
reduced	RRM1	sensitivity	carboplatin + gemcitabine	lung non-small cell carcinoma	underexpression	#154:13396	pmid:19884554	CIViC B3	civic	10143	#29:0	not required
reduced	ERCC1	sensitivity	Platinum Compound [c1450]	ovary epithelial cancer	underexpression	#154:13412	pmid:30797591	CIViC B3	civic	10146	#29:0	not required
increased	EGFR	likely sensitivity	cetuximab [DB00002]	prostate cancer	overexpression	#154:13603	pmid:22977195	IPR-C	Null	NA	#30:14	initial
increased	ABCB1	no resistance	Lorlatinib [c113655]	lung non-small cell carcinoma	overexpression	#154:13606	pmid:26870817	CIViC D3	civic	10016	#29:0	not required
increased	LAG3	eligibility	Molecular Analysis for Therapy Choice (MATCH)	advanced cancer	increased RNA expression	#154:13624	NA	IPR-E	Null	NA	#30:0	initial
